job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,class
1,1,0,0,0,0,0,1,4,1,52,269,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,0,1,2,0,0,1,4,1,54,73,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,0,1,2,0,0,1,4,1,54,261,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,1,5,0,2,0,0,1,4,1,31,409,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,2,6,0,2,0,0,1,4,1,34,100,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,0,1,2,0,0,1,4,1,54,60,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,2,6,0,2,0,0,1,4,1,34,165,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,2,6,0,2,0,0,1,4,1,31,94,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,2,0,0,0,0,1,4,1,45,325,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,0,1,1,1,0,1,4,1,54,88,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,1,6,0,0,0,0,1,4,1,29,201,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,1,6,0,0,0,0,1,4,1,57,182,6,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,0,1,2,0,0,1,4,1,54,403,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,1,6,0,2,0,0,1,4,1,50,1149,5,999,0,1.4,93.444,-36.1,4.965,5228.1,1
0,0,6,0,2,0,0,1,4,1,39,130,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,2,6,0,2,0,1,1,4,1,33,827,1,999,0,1.4,93.444,-36.1,4.965,5228.1,1
4,1,3,0,0,2,0,1,4,1,40,119,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
4,1,3,0,2,0,0,1,4,1,40,286,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
4,1,3,0,0,0,0,1,4,1,39,271,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,2,6,0,2,0,0,1,4,1,39,169,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,1,3,0,2,0,0,1,4,1,30,143,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,1,6,1,2,0,0,1,4,1,52,81,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,0,1,2,0,0,1,4,1,59,145,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,1,6,1,2,0,0,1,4,1,44,641,2,999,0,1.4,93.444,-36.1,4.965,5228.1,1
9,2,6,0,0,0,0,1,4,1,34,62,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,1,1,0,0,0,1,4,1,46,151,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,1,5,0,2,0,0,1,4,1,31,87,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,1,6,0,0,0,0,1,4,1,34,202,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,1,6,0,2,0,0,1,4,1,34,270,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,1,3,1,2,0,0,1,4,1,30,299,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,2,6,1,2,0,0,1,4,1,57,404,4,999,0,1.4,93.444,-36.1,4.965,5228.1,1
9,1,5,0,2,2,0,1,4,1,39,657,6,999,0,1.4,93.444,-36.1,4.965,5228.1,1
5,1,0,0,0,0,0,1,4,1,58,180,4,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,1,5,0,2,2,0,1,4,1,52,203,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,2,6,0,2,0,0,1,4,1,33,66,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
4,1,6,0,2,0,0,1,4,1,32,78,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,1,6,1,2,0,0,1,4,1,56,78,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,1,6,0,2,0,0,1,4,1,53,79,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
7,1,0,0,2,2,0,1,4,1,54,250,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
5,1,2,1,0,0,0,1,4,1,60,707,3,999,0,1.4,93.444,-36.1,4.965,5228.1,1
0,2,6,1,2,0,0,1,4,1,32,141,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
7,1,3,0,2,0,0,1,4,1,50,737,2,999,0,1.4,93.444,-36.1,4.965,5228.1,1
9,1,6,1,2,0,0,1,4,1,55,150,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,0,6,0,2,0,0,1,4,1,34,324,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,2,5,0,2,0,0,1,4,1,35,156,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,1,5,0,0,0,0,1,4,1,31,112,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,1,6,0,2,0,0,1,4,1,58,328,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,1,6,0,2,2,0,1,4,1,31,156,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,1,6,0,2,0,0,1,4,1,31,376,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
4,1,2,0,2,0,0,1,4,1,44,260,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,1,3,0,0,2,0,1,4,1,46,871,2,999,0,1.4,93.444,-36.1,4.965,5228.1,1
9,1,6,0,2,2,0,1,4,1,32,89,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,1,3,0,2,0,0,1,4,1,48,110,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,2,1,0,0,0,1,4,1,57,175,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,2,1,2,0,0,1,4,1,57,122,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,2,1,2,0,0,1,4,1,57,145,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
2,1,7,0,2,0,0,1,4,1,34,98,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
2,1,7,0,0,0,0,1,4,1,34,165,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
4,1,3,0,0,0,0,1,4,1,40,838,2,999,0,1.4,93.444,-36.1,4.965,5228.1,1
2,1,7,0,2,2,0,1,4,1,34,684,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,0,1,2,2,0,1,4,1,44,310,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
10,1,2,1,0,0,0,1,4,1,46,98,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
6,2,6,0,0,0,1,1,4,1,33,79,4,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,1,0,0,0,0,1,4,1,44,15,12,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,2,6,0,2,0,0,1,4,1,34,1038,1,999,0,1.4,93.444,-36.1,4.965,5228.1,1
0,0,6,0,0,0,0,1,4,1,52,559,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,1,5,0,2,0,0,1,4,1,47,136,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,1,5,0,2,2,0,1,4,1,37,733,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0
11,1,1,0,2,0,0,1,4,1,34,713,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,3,3,0,2,0,0,1,4,1,29,243,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,2,3,1,0,0,0,1,4,1,31,104,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0
4,1,6,0,0,0,0,1,4,1,46,517,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
3,1,1,1,0,0,0,1,4,1,52,217,11,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,1,0,0,0,0,1,4,1,44,195,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
4,1,6,0,2,0,0,1,4,1,32,343,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
3,2,6,0,2,0,0,1,4,1,41,116,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,0,6,0,2,0,0,1,4,1,57,96,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,1,6,0,2,0,0,1,4,1,33,111,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
4,1,3,1,0,0,0,1,4,1,51,158,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,2,1,0,2,0,1,4,1,49,92,4,999,0,1.4,93.444,-36.1,4.965,5228.1,0
2,1,5,0,0,0,0,1,4,1,34,327,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
4,1,6,0,0,2,0,1,4,1,54,990,1,999,0,1.4,93.444,-36.1,4.965,5228.1,1
0,1,6,1,2,2,0,1,4,1,48,523,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
6,1,2,0,2,0,0,1,4,1,59,160,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,2,5,0,2,0,0,1,4,1,35,152,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,3,6,0,0,0,0,1,4,1,36,69,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,2,5,0,2,0,0,1,4,1,37,144,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,3,6,0,2,0,0,1,4,1,36,529,1,999,0,1.4,93.444,-36.1,4.965,5228.1,1
3,1,6,0,0,0,0,1,4,1,55,363,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,1,5,0,0,0,0,1,4,1,41,76,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,0,0,2,0,0,1,4,1,49,342,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
4,1,6,0,2,0,1,1,4,1,39,306,1,999,0,1.4,93.444,-36.1,4.965,5228.1,1
9,1,5,1,2,0,0,1,4,1,33,31,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,2,6,0,2,2,0,1,4,1,30,75,4,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,0,1,2,2,0,1,4,1,54,111,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,2,6,0,2,0,0,1,4,1,29,68,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,1,5,0,0,0,0,1,4,1,34,1148,2,999,0,1.4,93.444,-36.1,4.965,5228.1,1
0,2,3,0,2,0,0,1,4,1,29,257,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,2,6,0,2,0,0,1,4,1,45,99,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,1,6,0,0,0,0,1,4,1,37,356,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,2,3,0,2,0,0,1,4,1,29,212,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,1,6,0,0,0,0,1,4,1,30,139,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,2,1,0,0,1,1,4,1,51,490,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
5,1,0,1,2,0,0,1,4,1,54,175,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,0,1,0,0,0,1,4,1,59,130,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,1,1,2,0,0,1,4,1,52,121,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,1,6,0,2,0,0,1,4,1,54,78,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
4,1,6,1,0,0,0,1,4,1,57,73,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,1,5,1,2,0,0,1,4,1,31,84,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,2,6,0,0,0,0,1,4,1,32,168,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
5,1,6,0,0,0,0,1,4,1,56,388,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,0,6,0,0,0,0,1,4,1,39,99,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,0,5,1,2,2,0,1,4,1,44,418,4,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,2,6,0,0,0,0,1,4,1,31,222,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
2,1,5,0,2,0,0,1,4,1,34,73,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,2,1,0,0,0,1,4,1,51,202,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
5,1,2,1,2,0,0,1,4,1,46,394,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,1,6,0,2,0,0,1,4,1,31,109,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
4,1,3,1,2,0,0,1,4,1,51,233,6,999,0,1.4,93.444,-36.1,4.965,5228.1,0
4,1,6,1,0,0,0,1,4,1,57,338,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,2,6,1,2,0,0,1,4,1,57,107,8,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,1,6,0,0,0,0,1,4,1,30,163,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,2,6,0,2,0,0,1,4,1,31,86,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
5,1,6,1,2,0,0,1,4,1,59,83,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,3,1,2,0,0,1,4,1,45,399,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,1,6,0,2,2,0,1,4,1,31,274,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,0,5,0,2,0,0,1,4,1,55,150,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,2,6,0,2,0,0,1,4,1,34,209,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,2,6,0,2,0,0,1,4,1,34,67,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,2,6,0,2,0,0,1,4,1,32,75,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,1,6,1,0,0,0,1,4,1,35,181,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,0,1,0,0,0,1,4,1,59,413,4,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,1,3,0,0,0,0,1,4,1,48,58,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
4,1,6,0,2,0,0,1,4,1,33,399,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,1,0,0,2,0,1,4,1,45,48,8,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,2,6,0,2,2,0,1,4,1,42,275,8,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,2,5,0,2,0,0,1,4,1,31,449,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,2,5,0,2,0,0,1,4,1,35,536,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,2,6,0,2,0,0,1,4,1,32,158,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0
4,1,6,0,0,0,0,1,4,1,33,113,4,999,0,1.4,93.444,-36.1,4.965,5228.1,0
0,2,6,0,0,0,0,1,4,1,45,127,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1,1,2,1,0,0,0,1,4,1,58,740,4,999,0,1.4,93.444,-36.1,4.965,5228.1,0
9,1,6,0,0,0,0,1,2,1,33,75,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,2,6,0,2,0,0,1,2,1,50,178,5,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,2,6,0,0,2,0,1,2,1,32,65,8,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,3,0,0,0,0,1,2,1,33,152,4,999,0,1.4,93.444,-36.1,4.964,5228.1,0
7,1,3,0,0,0,0,1,2,1,44,464,3,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,1,3,0,0,0,0,1,2,1,49,96,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,2,5,0,0,0,0,1,2,1,33,64,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
7,1,3,1,2,0,0,1,2,1,53,76,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
4,1,6,0,2,0,0,1,2,1,32,106,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
2,1,0,1,0,0,0,1,2,1,48,81,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,2,5,0,0,0,0,1,2,1,32,169,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,2,5,0,0,0,0,1,2,1,33,103,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
1,1,0,1,0,0,0,1,2,1,52,82,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
1,1,1,1,2,0,0,1,2,1,45,152,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,2,6,0,2,0,0,1,2,1,34,90,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,2,6,0,2,0,0,1,2,1,34,115,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,1,6,0,2,2,0,1,2,1,30,67,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,6,0,2,0,0,1,2,1,33,175,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,5,0,2,0,0,1,2,1,39,110,3,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,1,6,0,2,0,0,1,2,1,30,123,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,2,5,0,2,0,0,1,2,1,33,719,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,5,0,2,0,0,1,2,1,31,125,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,6,0,0,0,0,1,2,1,57,259,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,1,5,1,2,0,0,1,2,1,42,81,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,5,0,2,0,0,1,2,1,31,373,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,1,5,1,0,2,0,1,2,1,42,36,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,1,5,1,2,2,0,1,2,1,42,157,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,1,5,1,2,0,0,1,2,1,42,133,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
11,0,6,0,0,2,0,1,2,1,30,106,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,5,0,2,0,0,1,2,1,31,707,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1
0,2,3,0,2,0,0,1,2,1,31,144,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,2,5,0,2,0,0,1,2,1,31,360,3,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,2,5,0,2,2,0,1,2,1,35,55,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
2,1,6,0,2,0,0,1,2,1,23,87,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,1,6,0,2,0,0,1,2,1,41,266,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
7,1,3,1,2,0,0,1,2,1,45,149,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,1,6,0,0,0,0,1,2,1,31,366,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,5,0,0,0,0,1,2,1,31,87,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,1,6,0,0,2,0,1,2,1,35,96,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,6,0,2,0,0,1,2,1,32,85,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
6,1,0,1,1,1,0,1,2,1,55,169,5,999,0,1.4,93.444,-36.1,4.964,5228.1,0
7,1,3,0,2,0,0,1,2,1,54,250,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,6,0,0,0,0,1,2,1,32,109,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,6,0,2,0,0,1,2,1,32,206,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,5,0,0,0,0,1,2,1,31,184,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,1,3,0,2,0,0,1,2,1,45,41,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,6,0,2,0,0,1,2,1,54,252,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,5,0,2,0,0,1,2,1,32,154,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,6,1,0,2,0,1,2,1,31,103,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,1,6,0,2,0,0,1,2,1,34,137,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,2,5,0,2,0,0,1,2,1,35,238,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,1,6,0,0,0,0,1,2,1,34,55,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,5,1,2,0,0,1,2,1,36,125,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,6,0,2,0,0,1,2,1,34,98,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
3,1,3,1,2,0,0,1,2,1,47,107,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,1,6,0,2,0,0,1,2,1,42,71,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,5,1,2,0,0,1,2,1,49,151,3,999,0,1.4,93.444,-36.1,4.964,5228.1,0
1,1,0,1,0,2,0,1,2,1,54,169,3,999,0,1.4,93.444,-36.1,4.964,5228.1,0
6,1,2,1,2,0,0,1,2,1,45,167,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
1,1,0,0,1,1,0,1,2,1,56,114,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,3,0,2,0,0,1,2,1,50,50,3,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,6,0,0,0,0,1,2,1,31,47,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
3,1,0,1,2,0,0,1,2,1,41,92,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
3,1,0,1,2,0,0,1,2,1,41,228,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
3,1,0,1,2,0,1,1,2,1,41,293,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,5,0,2,0,0,1,2,1,38,98,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
1,1,0,1,2,0,0,1,2,1,49,205,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
3,1,0,1,0,0,0,1,2,1,41,107,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,6,0,0,0,0,1,2,1,34,260,6,999,0,1.4,93.444,-36.1,4.964,5228.1,0
1,1,2,1,2,0,0,1,2,1,59,152,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,0,6,1,0,0,0,1,2,1,47,200,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,0,3,0,2,0,0,1,2,1,49,127,3,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,6,1,2,0,0,1,2,1,34,10,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,6,0,2,0,0,1,2,1,33,273,3,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,6,1,0,2,0,1,2,1,34,101,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,1,6,0,2,2,0,1,2,1,31,465,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
6,1,6,0,2,2,0,1,2,1,30,145,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
6,1,2,1,2,2,0,1,2,1,36,593,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1
6,1,2,0,2,0,0,1,2,1,50,93,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
6,1,6,0,2,0,0,1,2,1,40,141,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
6,1,6,0,2,0,0,1,2,1,40,155,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,6,0,2,0,0,1,2,1,33,370,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,6,0,2,0,0,1,2,1,30,111,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,6,0,2,0,0,1,2,1,32,159,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,6,0,2,0,0,1,2,1,36,1217,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,2,6,0,2,0,1,1,2,1,34,313,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,5,0,0,0,0,1,2,1,35,38,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,2,6,0,2,0,0,1,2,1,42,213,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
1,1,0,1,2,2,0,1,2,1,51,297,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
1,1,6,1,2,0,0,1,2,1,54,128,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,2,6,0,2,0,0,1,2,1,34,812,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1
0,2,6,0,0,0,0,1,2,1,32,356,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,6,0,2,0,0,1,2,1,32,605,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,0,6,1,2,0,0,1,2,1,58,86,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,2,6,0,2,0,0,1,2,1,42,935,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,3,0,2,0,0,1,2,1,34,143,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
5,1,0,0,2,0,0,1,2,1,57,92,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,6,1,2,0,0,1,2,1,34,414,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,6,0,2,0,0,1,2,1,31,95,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,2,6,0,2,0,0,1,2,1,41,127,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,3,0,0,0,0,1,2,1,29,103,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,6,1,0,0,0,1,2,1,31,69,3,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,3,0,0,0,0,1,2,1,29,90,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
6,1,6,1,2,0,0,1,2,1,54,148,13,999,0,1.4,93.444,-36.1,4.964,5228.1,0
7,1,2,1,2,2,0,1,2,1,52,110,5,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,6,0,2,0,0,1,2,1,31,515,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,6,0,2,0,0,1,2,1,31,214,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,6,0,2,0,0,1,2,1,32,457,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,6,0,0,0,0,1,2,1,39,421,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
1,1,0,1,2,0,0,1,2,1,48,240,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,6,1,0,0,0,1,2,1,29,112,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,1,6,0,2,0,0,1,2,1,40,374,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
9,1,6,1,2,0,0,1,2,1,41,423,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
1,1,0,1,0,0,0,1,2,1,49,503,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
0,2,6,1,2,0,0,1,2,1,29,158,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
